排序,標題,縣市,區域,類別,備註,推薦者,搜尋連結,詳細地址,原始地址,評價,評論數,消費金額,標記刪除,商店網址,緯度,經度,flag,分享連結,flag2
2348,前衛出版社,台北市,中山區,書本出版社,專注於臺灣立場的出版社,台派 Good 地圖,https://maps.google.com/?q=%E5%89%8D%E8%A1%9B%E5%87%BA%E7%89%88%E7%A4%BE%20%E8%BE%B2%E5%AE%89%E8%A1%97153%E8%99%9F4%20%E6%A8%93%20%E4%B9%8B%203,農安街153號4 樓 之 3,10491台北市中山區農安街153號4 樓 之 3,4.5,17,,,,25.0648981,121.5310416,,https://maps.app.goo.gl/ZVuExT4ac6hf2ek96,
2349,samplus,台北市,大安區,商店,老闆夫妻倆都是台派,台派 Good 地圖,https://maps.google.com/?q=samplus%20%E5%BE%A9%E8%88%88%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B5107%E5%B7%B711%E8%99%9F2%E6%A8%93,復興南路一段107巷11號2樓,106台北市大安區復興南路一段107巷11號2樓,4.6,62,,,,25.0437276,121.5447868,,https://maps.app.goo.gl/oq3T79cNKprx9NdS9,
2350,Housebistro好適廚坊,台北市,中山區,現代美式餐廳,店內貼臺灣尚勇春聯,台派 Good 地圖,https://maps.google.com/?q=Housebistro%E5%A5%BD%E9%81%A9%E5%BB%9A%E5%9D%8A%20%E5%A4%A7%E7%9B%B4%E8%A1%979%E5%B7%B71%E8%99%9F,大直街9巷1號,10463台北市中山區大直街9巷1號,4.2,1,,,,25.0808064,121.5466164,,https://maps.app.goo.gl/iWeYKDfbwYyVEgtY8,
2351,巧偶花藝・設計 CIAO! Flower Design,台北市,大安區,花店,"老闆在太陽花跟青鳥時都有發送向日葵
https://www.threads.com/@turkeyben/post/DLJ8YHoThTa?xmt=AQF0rcbqFS_pogXd9e5VjGQc5M0HovSMoDTFGCXnqrSa7g",台派 Good 地圖,https://maps.google.com/?q=%E5%B7%A7%E5%81%B6%E8%8A%B1%E8%97%9D%E3%83%BB%E8%A8%AD%E8%A8%88%2BCIAO!%2BFlower%2BDesign%20%E5%9B%9B%E7%B6%AD%E8%B7%AF134%E5%B7%B717%E8%99%9F,四維路134巷17號,106台北市大安區四維路134巷17號,4.7,171,,,,25.0315058,121.547216,,https://maps.app.goo.gl/qyohzw5pX76C4kPt7,
2352,蚤操染織｜品牌概念店 Fleacise Dyeing & Textile Design,台北市,大同區,時裝及配飾店,https://www.threads.com/@fleacise/post/DLICHlYThDD?xmt=AQF0JmAsDt-unSwHptZIVBS1PzSdOqNBSt85Gu2Albw2VA,台派 Good 地圖,https://maps.google.com/?q=%E8%9A%A4%E6%93%8D%E6%9F%93%E7%B9%94%EF%BD%9C%E5%93%81%E7%89%8C%E6%A6%82%E5%BF%B5%E5%BA%97%2BFleacise%2BDyeing%2B%26%2BTextile%2BDesign%20%E5%8D%97%E4%BA%AC%E8%A5%BF%E8%B7%AF167%E5%B7%B720%E8%99%9F,南京西路167巷20號,103台北市大同區南京西路167巷20號,5,58,,,,25.0558659,121.5124378,,https://maps.app.goo.gl/VJKGd9cP3LBHcAC38,
2353,坵粼咖啡,台北市,大安區,咖啡廳,店內張貼島嶼天光、反黑箱等貼紙小物,台派 Good 地圖,https://maps.google.com/?q=%E5%9D%B5%E7%B2%BC%E5%92%96%E5%95%A1%20%E5%92%8C%E5%B9%B3%E6%9D%B1%E8%B7%AF%E4%BA%8C%E6%AE%B5157%E8%99%9F2%E6%A8%93,和平東路二段157號2樓,106台北市大安區和平東路二段157號2樓,4.5,66,,,,25.0253333,121.5414303,,https://maps.app.goo.gl/Ts1jk5tMf2QPQfZp8,
2354,DUNLOP登祿普輪胎－佑得店,台北市,中山區,輪胎店,店內貼有「臺灣尚勇」春聯,台派 Good 地圖,https://maps.google.com/?q=DUNLOP%E7%99%BB%E7%A5%BF%E6%99%AE%E8%BC%AA%E8%83%8E%EF%BC%8D%E4%BD%91%E5%BE%97%E5%BA%97%20%E6%96%B0%E7%94%9F%E5%8C%97%E8%B7%AF%E4%B8%89%E6%AE%B577%E8%99%9F1%E6%A8%93,新生北路三段77號1樓,10491台北市中山區新生北路三段77號1樓,4.6,47,,,,25.0670486,121.5281358,,https://maps.app.goo.gl/Kvs48cdr9h5xP23e7,
2355,糘｜咖啡·定食·手作料理,台北市,松山區,餐廳,支持大罷免，掛大罷免帆布條，貼蔡英文春聯,台派 Good 地圖,https://maps.google.com/?q=%E7%B3%98%EF%BD%9C%E5%92%96%E5%95%A1%C2%B7%E5%AE%9A%E9%A3%9F%C2%B7%E6%89%8B%E4%BD%9C%E6%96%99%E7%90%86%20%E6%B0%91%E7%94%9F%E6%9D%B1%E8%B7%AF%E4%B8%89%E6%AE%B5130%E5%B7%B728%E8%99%9F,民生東路三段130巷28號,105台北市松山區民生東路三段130巷28號,4.7,64,,,,25.0562855,121.5460904,,https://maps.app.goo.gl/sFacRHTkz2qLtT9r8,
2356,蘇黎世診所 整形外科 • 醫學美容,台北市,文山區,醫療集團,醫生請罷藍委志工喝飲料，關心大家不要中暑，志工有需要也能借廁所,台派 Good 地圖,https://maps.google.com/?q=%E8%98%87%E9%BB%8E%E4%B8%96%E8%A8%BA%E6%89%80%2B%E6%95%B4%E5%BD%A2%E5%A4%96%E7%A7%91%2B%E2%80%A2%2B%E9%86%AB%E5%AD%B8%E7%BE%8E%E5%AE%B9%20%E8%88%88%E9%9A%86%E8%B7%AF%E4%B8%89%E6%AE%B528%E8%99%9F2%E6%A8%93,興隆路三段28號2樓,116台北市文山區興隆路三段28號2樓,4.8,301,,,,25.0004629,121.5551377,,https://maps.app.goo.gl/qn7tMjzQrdme2oKr5,
2357,好初早餐 中山,台北市,大同區,早午餐餐廳,"與支持罷免連署的板橋2間分店同一老闆，另該店提供場地予拍謝少年表演
https://www.facebook.com/share/p/16eayr3BnY/",台派 Good 地圖,https://maps.google.com/?q=%E5%A5%BD%E5%88%9D%E6%97%A9%E9%A4%90%2B%E4%B8%AD%E5%B1%B1%20%E9%95%B7%E5%AE%89%E8%A5%BF%E8%B7%AF124%E8%99%9F,長安西路124號,103台北市大同區長安西路124號,4,1,,,,25.0505496,121.5180916,,https://maps.app.goo.gl/kQPodoayZaUN8JFy5,
2358,737 綜合豬腸冬粉 滷三塊飯,台北市,內湖區,麵店,台派寶寶扇,台派 Good 地圖,https://maps.google.com/?q=737%2B%E7%B6%9C%E5%90%88%E8%B1%AC%E8%85%B8%E5%86%AC%E7%B2%89%2B%E6%BB%B7%E4%B8%89%E5%A1%8A%E9%A3%AF%20%E5%85%A7%E6%B9%96%E8%B7%AF%E4%B8%80%E6%AE%B5737%E5%B7%B732%E8%99%9F,內湖路一段737巷32號,114台北市內湖區內湖路一段737巷32號,4.7,81,,,,25.0798997,121.578671,,https://maps.app.goo.gl/34GNB9ecAcvZJx2c6,
2359,公館奧創印象店 - 公館髮廊 公館專業染髮 造型燙髮 美髮推薦 男士剪髮 韓式 女生燙髮 頭皮SPA,台北市,中正區,髮廊,2025 罷免連署放置點,台派 Good 地圖,https://maps.google.com/?q=%E5%85%AC%E9%A4%A8%E5%A5%A7%E5%89%B5%E5%8D%B0%E8%B1%A1%E5%BA%97%2B-%2B%E5%85%AC%E9%A4%A8%E9%AB%AE%E5%BB%8A%2B%E5%85%AC%E9%A4%A8%E5%B0%88%E6%A5%AD%E6%9F%93%E9%AB%AE%2B%E9%80%A0%E5%9E%8B%E7%87%99%E9%AB%AE%2B%E7%BE%8E%E9%AB%AE%E6%8E%A8%E8%96%A6%2B%E7%94%B7%E5%A3%AB%E5%89%AA%E9%AB%AE%2B%E9%9F%93%E5%BC%8F%2B%E5%A5%B3%E7%94%9F%E7%87%99%E9%AB%AE%2B%E9%A0%AD%E7%9A%AESPA%20%E7%BE%85%E6%96%AF%E7%A6%8F%E8%B7%AF%E5%9B%9B%E6%AE%B586%E8%99%9F2%E6%A8%93,羅斯福路四段86號2樓,100台北市中正區羅斯福路四段86號2樓,4.8,657,,,,25.0140544,121.5347622,,https://maps.app.goo.gl/7nb8tCst2UTBYZ4e7,
